unixTime,temp,sal,pH
1651224875.0,76.8,36.0,8.41
1651224880.0,75.9,35.0,8.41
1651224885.0,76.6,36.0,8.07
1651224890.0,77.0,36.0,8.32
1651224895.0,73.6,36.0,8.48
1651224900.0,73.7,35.0,8.5
1651224905.0,75.9,34.0,8.49
1651224910.0,73.1,36.0,8.37
1651224915.0,73.2,36.0,8.16
1651224920.0,77.6,34.0,8.13
1651224925.0,80.0,35.0,8.13
1651224930.0,78.7,35.0,8.35
1651224935.0,74.4,36.0,8.42
1651224940.0,74.8,34.0,8.46
1651224945.0,77.0,34.0,8.24
1651224950.0,78.6,36.0,8.19
1651224955.0,79.6,36.0,8.37
1651224960.0,78.1,35.0,8.02
1651224965.0,75.0,35.0,8.49
1651224970.0,75.6,36.0,8.43
1651224975.0,79.6,35.0,8.4
1651224980.0,75.2,34.0,8.49
1651224985.0,75.0,35.0,8.46
1651224990.0,78.3,36.0,8.28
1651224995.0,76.9,36.0,8.43
1651225000.0,77.7,36.0,8.01
1651225005.0,74.4,34.0,8.23
1651225010.0,76.5,34.0,8.33
1651225015.0,73.0,34.0,8.41
1651225020.0,79.4,35.0,8.28
1651225025.0,78.6,36.0,8.15
1651225030.0,78.8,36.0,8.41
1651225035.0,74.6,34.0,8.05
1651225040.0,76.3,36.0,8.4
1651225045.0,76.9,36.0,8.34
1651225050.0,78.2,36.0,8.28
1651225055.0,79.9,34.0,8.41
1651225060.0,76.0,35.0,8.42
1651225065.0,75.1,35.0,8.49
1651225070.0,74.0,35.0,8.44
1651225075.0,77.0,35.0,8.18
1651225080.0,78.3,36.0,8.15
1651225085.0,73.6,34.0,8.2
1651225090.0,75.3,34.0,8.09
1651225095.0,73.6,36.0,8.0
1651225100.0,75.4,35.0,8.25
1651225105.0,75.0,35.0,8.24
1651225110.0,77.9,34.0,8.39
1651225115.0,74.0,34.0,8.45
1651225120.0,75.4,34.0,8.17
1651225125.0,74.0,35.0,8.38
1651225130.0,75.3,36.0,8.04
1651225135.0,77.9,35.0,8.08
1651225140.0,74.5,34.0,8.5
1651225145.0,77.4,36.0,8.07
1651225150.0,73.7,36.0,8.39
1651225155.0,77.5,36.0,8.1
1651225160.0,78.3,35.0,8.34
1651225165.0,78.5,36.0,8.32
1651225170.0,77.8,36.0,8.3
1651225175.0,78.0,35.0,8.32
1651225180.0,75.0,36.0,8.48
1651225185.0,76.0,35.0,8.47
1651225190.0,75.3,34.0,8.47
1651225195.0,73.8,34.0,8.09
1651225200.0,77.7,35.0,8.0
1651225205.0,75.8,35.0,8.08
1651225210.0,73.6,34.0,8.03
1651225215.0,78.3,36.0,8.31
1651225220.0,74.7,35.0,8.38
1651225225.0,73.7,35.0,8.17
1651225230.0,79.3,35.0,8.44
1651225235.0,75.4,36.0,8.39
1651225240.0,79.3,34.0,8.48
1651225245.0,78.8,35.0,8.29
1651225250.0,73.3,36.0,8.09
1651225255.0,74.4,35.0,8.46
1651225260.0,76.2,35.0,8.01
1651225265.0,74.9,34.0,8.47
1651225270.0,73.8,36.0,8.18
1651225275.0,78.5,34.0,8.28
1651225280.0,75.5,34.0,8.23
1651225285.0,77.8,35.0,8.03
1651225290.0,75.6,35.0,8.13
1651225295.0,77.6,34.0,8.32
1651225300.0,77.0,35.0,8.27
1651225305.0,77.9,35.0,8.44
1651225310.0,74.9,36.0,8.27
1651225315.0,77.1,35.0,8.04
1651225320.0,73.5,34.0,8.46
1651225325.0,74.9,34.0,8.35
1651225330.0,73.2,35.0,8.29
1651225335.0,76.6,34.0,8.3
1651225340.0,74.5,36.0,8.16
1651225345.0,73.4,35.0,8.16
1651225350.0,76.0,34.0,8.15
1651225355.0,76.1,35.0,8.33
1651225360.0,79.4,34.0,8.13
1651225365.0,76.1,36.0,8.23
1651225370.0,73.3,34.0,8.49
1651225375.0,79.1,36.0,8.15
1651225380.0,73.8,36.0,8.35
1651225385.0,74.6,34.0,8.33
1651225390.0,77.1,36.0,8.29
1651225395.0,79.6,34.0,8.19
1651225400.0,73.1,36.0,8.06
1651225405.0,76.1,34.0,8.03
1651225410.0,76.1,34.0,8.17
1651225415.0,77.1,34.0,8.22
1651225420.0,78.9,34.0,8.24
1651225425.0,79.6,36.0,8.5
1651225430.0,76.7,35.0,8.46
1651225435.0,74.3,35.0,8.31
1651225440.0,77.4,36.0,8.13
1651225445.0,78.1,35.0,8.45
1651225450.0,76.1,34.0,8.29
1651225455.0,79.1,34.0,8.37
1651225460.0,74.8,36.0,8.05
1651225465.0,75.1,34.0,8.2
1651225470.0,73.7,36.0,8.37
1651225475.0,74.1,35.0,8.38
1651225480.0,76.0,34.0,8.32
1651225485.0,74.9,35.0,8.39
1651225490.0,74.0,35.0,8.11
1651225495.0,79.4,36.0,8.32
1651225500.0,79.8,34.0,8.11
1651225505.0,79.1,36.0,8.02
1651225510.0,73.9,36.0,8.36
1651225515.0,79.5,36.0,8.27
1651225520.0,74.9,35.0,8.13
1651225525.0,79.6,34.0,8.29
1651225530.0,73.2,34.0,8.28
1651225535.0,73.0,34.0,8.22
1651225540.0,80.0,36.0,8.19
1651225545.0,75.8,36.0,8.31
1651225550.0,78.2,35.0,8.15
1651225555.0,78.7,34.0,8.14
1651225560.0,74.7,34.0,8.3
1651225565.0,79.0,36.0,8.33
1651225570.0,76.3,35.0,8.19
1651225575.0,75.4,35.0,8.46
1651225580.0,73.6,36.0,8.35
1651225585.0,79.3,34.0,8.13
1651225590.0,79.1,36.0,8.05
1651225595.0,74.0,34.0,8.06
1651225600.0,76.2,36.0,8.29
1651225605.0,75.6,35.0,8.46
1651225610.0,78.2,35.0,8.34
1651225615.0,76.1,34.0,8.17
1651225620.0,76.8,34.0,8.11
1651225625.0,77.3,35.0,8.42
1651225630.0,77.7,34.0,8.22
1651225635.0,75.7,35.0,8.03
1651225640.0,79.2,36.0,8.04
1651225645.0,78.2,34.0,8.15
1651225650.0,73.6,35.0,8.15
1651225655.0,79.2,34.0,8.15
1651225660.0,79.9,34.0,8.36
1651225665.0,74.3,36.0,8.2
1651225670.0,75.3,34.0,8.17
1651225675.0,79.8,36.0,8.05
1651225680.0,76.6,35.0,8.07
1651225685.0,77.3,34.0,8.09
1651225690.0,75.3,36.0,8.21
1651225695.0,75.5,35.0,8.39
1651225700.0,78.7,35.0,8.12
1651225705.0,78.2,34.0,8.25
1651225710.0,74.8,35.0,8.31
1651225715.0,75.7,34.0,8.32
1651225720.0,79.3,36.0,8.5
1651225725.0,74.9,35.0,8.01
1651225730.0,77.2,36.0,8.34
1651225735.0,74.8,36.0,8.21
1651225740.0,76.5,34.0,8.5
1651225745.0,75.1,34.0,8.06
1651225750.0,77.8,36.0,8.19
1651225755.0,78.0,35.0,8.46
1651225760.0,73.0,35.0,8.41
1651225765.0,76.0,35.0,8.39
1651225770.0,74.9,35.0,8.4
1651225775.0,78.7,35.0,8.36
1651225780.0,74.6,35.0,8.2
1651225785.0,75.5,36.0,8.32
1651225790.0,74.6,35.0,8.41
1651225795.0,76.5,35.0,8.34
1651225800.0,76.8,34.0,8.31
1651225805.0,73.9,36.0,8.5
1651225810.0,74.4,36.0,8.28
1651225815.0,73.2,34.0,8.47
1651225820.0,74.2,34.0,8.4
1651225825.0,76.2,36.0,8.11
1651225830.0,78.0,36.0,8.02
1651225835.0,73.4,36.0,8.46
1651225840.0,78.8,36.0,8.24
1651225845.0,77.0,34.0,8.27
1651225850.0,75.0,35.0,8.29
1651225855.0,74.2,34.0,8.45
1651225860.0,79.4,35.0,8.44
1651225865.0,77.3,36.0,8.14
1651225870.0,78.8,35.0,8.31
1651225875.0,79.0,36.0,8.05
1651225880.0,75.9,35.0,8.34
1651225885.0,76.9,35.0,8.44
1651225890.0,78.2,35.0,8.19
1651225895.0,79.1,36.0,8.01
1651225900.0,74.9,34.0,8.31
1651225905.0,73.5,34.0,8.29
1651225910.0,75.7,36.0,8.06
1651225915.0,75.1,34.0,8.2
1651225920.0,75.2,35.0,8.1
1651225925.0,79.4,35.0,8.26
1651225930.0,79.3,36.0,8.08
1651225935.0,77.9,36.0,8.4
1651225940.0,75.2,36.0,8.4
1651225945.0,75.5,36.0,8.18
1651225950.0,73.9,36.0,8.3
1651225955.0,76.2,34.0,8.37
1651225960.0,77.2,34.0,8.28
1651225965.0,74.8,36.0,8.3
1651225970.0,79.8,34.0,8.27
1651225975.0,74.1,34.0,8.48
1651225980.0,74.9,36.0,8.11
1651225985.0,79.2,34.0,8.06
1651225990.0,78.5,36.0,8.21
1651225995.0,75.9,34.0,8.27
1651226000.0,73.1,34.0,8.0
1651226005.0,78.7,34.0,8.34
1651226010.0,76.5,34.0,8.02
1651226015.0,73.1,35.0,8.17
1651226020.0,74.6,34.0,8.32
1651226025.0,77.1,35.0,8.07
1651226030.0,76.5,34.0,8.4
1651226035.0,74.6,35.0,8.48
1651226040.0,74.2,34.0,8.48
1651226045.0,73.1,35.0,8.22
1651226050.0,73.3,35.0,8.01
1651226055.0,78.0,35.0,8.35
1651226060.0,76.8,34.0,8.06
1651226065.0,75.6,35.0,8.07
1651226070.0,79.4,36.0,8.43
1651226075.0,76.9,34.0,8.37
1651226080.0,75.3,36.0,8.08
1651226085.0,73.0,36.0,8.16
1651226090.0,77.7,35.0,8.22
1651226095.0,74.7,35.0,8.3
1651226100.0,73.2,34.0,8.28
1651226105.0,78.0,35.0,8.33
1651226110.0,76.0,34.0,8.05
1651226115.0,79.5,35.0,8.24
1651226120.0,79.9,34.0,8.01
1651226125.0,79.1,36.0,8.17
1651226130.0,78.7,36.0,8.28
1651226135.0,73.7,35.0,8.07
1651226140.0,78.6,34.0,8.42
1651226145.0,76.3,36.0,8.15
1651226150.0,76.0,34.0,8.23
1651226155.0,79.8,34.0,8.13
1651226160.0,76.8,34.0,8.31
1651226165.0,77.3,36.0,8.01
1651226170.0,74.5,34.0,8.17
1651226175.0,74.8,34.0,8.3
1651226180.0,75.8,35.0,8.23
1651226185.0,78.5,35.0,8.11
1651226190.0,79.4,36.0,8.01
1651226195.0,74.5,36.0,8.21
1651226200.0,76.7,36.0,8.06
1651226205.0,76.3,35.0,8.47
1651226210.0,78.4,35.0,8.32
1651226215.0,74.2,35.0,8.46
1651226220.0,79.5,34.0,8.05
1651226225.0,75.5,36.0,8.43
1651226230.0,78.8,36.0,8.1
1651226235.0,73.0,36.0,8.09
1651226240.0,77.8,36.0,8.24
1651226245.0,74.0,34.0,8.21
1651226250.0,77.6,36.0,8.12
1651226255.0,74.7,36.0,8.44
1651226260.0,74.1,36.0,8.13
1651226265.0,75.5,34.0,8.0
1651226270.0,80.0,36.0,8.01
1651226275.0,75.2,35.0,8.15
1651226280.0,75.1,36.0,8.14
1651226285.0,78.9,34.0,8.08
1651226290.0,76.4,34.0,8.33
1651226295.0,76.8,36.0,8.16
1651226300.0,78.9,35.0,8.41
1651226305.0,73.7,35.0,8.33
1651226310.0,77.2,34.0,8.29
1651226315.0,73.9,35.0,8.12
1651226320.0,79.3,35.0,8.11
1651226325.0,76.8,34.0,8.41
1651226330.0,78.1,34.0,8.3
1651226335.0,75.2,34.0,8.46
1651226340.0,77.1,35.0,8.45
1651226345.0,76.9,34.0,8.38
1651226350.0,77.3,35.0,8.46
1651226355.0,75.6,34.0,8.18
1651226360.0,79.5,36.0,8.01
1651226365.0,75.8,36.0,8.29
1651226370.0,76.7,36.0,8.33
1651226375.0,76.0,34.0,8.35
1651226380.0,73.0,35.0,8.47
1651226385.0,74.0,36.0,8.22
1651226390.0,80.0,35.0,8.09
1651226395.0,76.9,36.0,8.29
1651226400.0,76.7,35.0,8.11
1651226405.0,75.5,36.0,8.43
1651226410.0,79.1,34.0,8.33
1651226415.0,74.0,36.0,8.36
1651226420.0,74.8,34.0,8.22
1651226425.0,75.6,35.0,8.43
1651226430.0,74.3,35.0,8.09
1651226435.0,76.6,34.0,8.14
1651226440.0,74.7,35.0,8.17
1651226445.0,77.9,35.0,8.32
1651226450.0,77.5,36.0,8.34
1651226455.0,76.5,34.0,8.3
1651226460.0,77.4,35.0,8.28
1651226465.0,79.0,36.0,8.16
1651226470.0,73.0,35.0,8.44
1651226475.0,79.8,36.0,8.0
1651226480.0,77.6,34.0,8.41
1651226485.0,76.7,36.0,8.06
1651226490.0,76.1,34.0,8.45
1651226495.0,73.8,35.0,8.4
1651226500.0,76.2,35.0,8.14
1651226505.0,76.4,36.0,8.4
1651226510.0,79.5,34.0,8.06
1651226515.0,75.2,35.0,8.13
1651226520.0,79.0,36.0,8.39
1651226525.0,74.6,36.0,8.35
1651226530.0,76.9,34.0,8.28
1651226535.0,76.7,34.0,8.06
1651226540.0,77.0,34.0,8.04
1651226545.0,79.7,35.0,8.24
1651226550.0,77.3,34.0,8.25
1651226555.0,79.6,34.0,8.1
1651226560.0,75.1,36.0,8.07
1651226565.0,78.1,35.0,8.28
1651226570.0,76.9,36.0,8.02
1651226575.0,78.2,34.0,8.34
1651226580.0,74.6,35.0,8.46
1651226585.0,77.5,34.0,8.08
1651226590.0,76.0,36.0,8.15
1651226595.0,74.2,35.0,8.06
1651226600.0,73.0,34.0,8.33
1651226605.0,78.7,35.0,8.2
1651226610.0,73.7,35.0,8.42
1651226615.0,76.6,36.0,8.28
1651226620.0,78.5,34.0,8.32
1651226625.0,78.5,36.0,8.05
1651226630.0,74.7,36.0,8.28
1651226635.0,76.8,36.0,8.01
1651226640.0,76.8,34.0,8.15
1651226645.0,75.6,35.0,8.26
1651226650.0,73.6,35.0,8.06
1651226655.0,77.6,34.0,8.17
1651226660.0,74.9,34.0,8.15
1651226665.0,79.4,35.0,8.49
1651226670.0,75.7,35.0,8.02
1651226675.0,73.7,35.0,8.02
1651226680.0,77.7,34.0,8.12
1651226685.0,75.1,36.0,8.34
1651226690.0,74.1,36.0,8.41
1651226695.0,75.5,35.0,8.04
1651226700.0,78.7,36.0,8.17
1651226705.0,75.6,36.0,8.09
1651226710.0,74.2,35.0,8.48
1651226715.0,74.8,34.0,8.14
1651226720.0,74.9,36.0,8.24
1651226725.0,74.0,36.0,8.4
1651226730.0,79.6,34.0,8.01
1651226735.0,79.2,35.0,8.29
1651226740.0,73.6,35.0,8.47
1651226745.0,75.1,36.0,8.43
1651226750.0,75.0,34.0,8.05
1651226755.0,78.8,35.0,8.48
1651226760.0,76.4,36.0,8.09
1651226765.0,73.2,34.0,8.07
1651226770.0,75.5,35.0,8.06
1651226775.0,78.6,36.0,8.19
1651226780.0,75.9,35.0,8.36
1651226785.0,75.9,34.0,8.19
1651226790.0,77.1,34.0,8.11
1651226795.0,76.2,35.0,8.19
1651226800.0,78.9,35.0,8.43
1651226805.0,80.0,35.0,8.42
1651226810.0,76.3,36.0,8.24
1651226815.0,76.6,34.0,8.4
1651226820.0,73.0,34.0,8.28
1651226825.0,74.1,36.0,8.28
1651226830.0,79.8,35.0,8.28
1651226835.0,74.6,36.0,8.27
1651226840.0,74.6,34.0,8.06
1651226845.0,73.9,36.0,8.14
1651226850.0,76.8,36.0,8.31
1651226855.0,75.7,35.0,8.09
1651226860.0,76.5,34.0,8.14
1651226865.0,73.4,34.0,8.2
1651226870.0,78.2,36.0,8.06
1651226875.0,79.7,35.0,8.3
1651226880.0,73.0,34.0,8.16
1651226885.0,78.2,36.0,8.03
1651226890.0,79.9,34.0,8.29
1651226895.0,78.5,36.0,8.4
1651226900.0,78.3,35.0,8.03
1651226905.0,73.6,35.0,8.37
1651226910.0,76.0,36.0,8.4
1651226915.0,74.7,36.0,8.45
1651226920.0,79.0,34.0,8.46
1651226925.0,77.7,36.0,8.16
1651226930.0,79.1,36.0,8.01
1651226935.0,73.8,36.0,8.42
1651226940.0,73.8,35.0,8.21
1651226945.0,76.4,34.0,8.44
1651226950.0,77.2,35.0,8.4
1651226955.0,78.9,35.0,8.4
1651226960.0,74.6,35.0,8.12
1651226965.0,79.8,36.0,8.16
1651226970.0,79.5,36.0,8.02
1651226975.0,76.8,36.0,8.03
1651226980.0,76.4,34.0,8.45
1651226985.0,73.4,34.0,8.48
1651226990.0,77.6,35.0,8.32
1651226995.0,75.4,36.0,8.07
1651227000.0,76.1,35.0,8.32
1651227005.0,74.9,34.0,8.17
1651227010.0,74.9,34.0,8.11
1651227015.0,74.4,35.0,8.12
1651227020.0,73.6,36.0,8.04
1651227025.0,79.4,36.0,8.23
1651227030.0,74.2,35.0,8.33
1651227035.0,77.2,35.0,8.2
1651227040.0,79.5,36.0,8.26
1651227045.0,75.8,36.0,8.04
1651227050.0,75.4,34.0,8.09
1651227055.0,76.4,35.0,8.07
1651227060.0,77.5,35.0,8.21
1651227065.0,75.7,35.0,8.29
1651227070.0,76.9,36.0,8.1
1651227075.0,76.0,35.0,8.08
1651227080.0,76.9,35.0,8.31
1651227085.0,73.4,36.0,8.18
1651227090.0,74.7,36.0,8.16
1651227095.0,76.7,35.0,8.1
1651227100.0,79.8,36.0,8.49
1651227105.0,77.3,35.0,8.21
1651227110.0,74.5,35.0,8.43
1651227115.0,75.0,34.0,8.37
1651227120.0,76.0,36.0,8.26
1651227125.0,78.9,34.0,8.46
1651227130.0,74.7,34.0,8.16
1651227135.0,77.7,35.0,8.33
1651227140.0,76.3,35.0,8.41
1651227145.0,79.6,34.0,8.4
1651227150.0,79.4,35.0,8.04
1651227155.0,77.6,36.0,8.16
1651227160.0,74.4,35.0,8.27
1651227165.0,74.2,35.0,8.27
1651227170.0,75.7,35.0,8.05
1651227175.0,75.8,36.0,8.06
1651227180.0,76.4,34.0,8.13
1651227185.0,73.7,34.0,8.49
1651227190.0,79.7,36.0,8.49
1651227195.0,78.7,34.0,8.4
1651227200.0,79.6,34.0,8.45
1651227205.0,74.3,34.0,8.11
1651227210.0,78.4,36.0,8.44
1651227215.0,76.9,35.0,8.03
1651227220.0,79.9,35.0,8.02
1651227225.0,75.9,35.0,8.31
1651227230.0,77.4,36.0,8.44
1651227235.0,73.2,36.0,8.24
1651227240.0,78.0,34.0,8.15
1651227245.0,74.0,36.0,8.35
1651227250.0,74.4,35.0,8.27
1651227255.0,76.6,34.0,8.5
1651227260.0,73.5,35.0,8.19
1651227265.0,75.3,34.0,8.16
1651227270.0,73.9,35.0,8.42
1651227275.0,77.3,36.0,8.24
1651227280.0,78.4,36.0,8.31
1651227285.0,75.2,35.0,8.39
1651227290.0,74.8,36.0,8.42
1651227295.0,78.0,36.0,8.13
1651227300.0,78.3,36.0,8.12
1651227305.0,78.9,36.0,8.4
1651227310.0,74.6,34.0,8.12
1651227315.0,73.5,35.0,8.1
1651227320.0,76.9,35.0,8.33
1651227325.0,77.0,36.0,8.46
1651227330.0,77.5,35.0,8.18
1651227335.0,73.1,34.0,8.26
1651227340.0,74.0,34.0,8.11
1651227345.0,77.3,34.0,8.38
1651227350.0,74.7,34.0,8.45
1651227355.0,77.1,35.0,8.19
1651227360.0,76.2,36.0,8.13
1651227365.0,75.4,34.0,8.46
1651227370.0,77.2,36.0,8.08
1651227375.0,74.4,34.0,8.44
1651227380.0,76.5,35.0,8.04
1651227385.0,78.9,36.0,8.24
1651227390.0,78.5,34.0,8.21
1651227395.0,78.4,36.0,8.34
1651227400.0,76.5,35.0,8.28
1651227405.0,78.4,36.0,8.13
1651227410.0,76.1,35.0,8.34
1651227415.0,73.4,35.0,8.5
1651227420.0,77.8,35.0,8.24
1651227425.0,78.7,34.0,8.03
1651227430.0,78.7,35.0,8.5
1651227435.0,74.4,34.0,8.47
1651227440.0,75.8,35.0,8.09
1651227445.0,75.0,35.0,8.24
1651227450.0,75.5,34.0,8.24
1651227455.0,73.7,35.0,8.25
1651227460.0,76.6,36.0,8.14
1651227465.0,74.4,35.0,8.46
1651227470.0,77.0,35.0,8.47
1651227475.0,75.1,36.0,8.17
1651227480.0,78.7,34.0,8.15
1651227485.0,77.1,35.0,8.24
1651227490.0,75.5,36.0,8.41
1651227495.0,75.3,35.0,8.47
1651227500.0,79.0,35.0,8.38
1651227505.0,77.9,36.0,8.42
1651227510.0,74.2,35.0,8.39
1651227515.0,74.3,35.0,8.23
1651227520.0,79.4,34.0,8.24
1651227525.0,78.6,34.0,8.08
1651227530.0,76.2,34.0,8.41
1651227535.0,75.5,36.0,8.06
1651227540.0,78.8,36.0,8.02
1651227545.0,76.7,36.0,8.04
1651227550.0,79.4,36.0,8.5
1651227555.0,80.0,35.0,8.24
1651227560.0,74.7,34.0,8.01
1651227565.0,73.2,36.0,8.0
1651227570.0,78.3,36.0,8.01
1651227575.0,78.3,36.0,8.27
1651227580.0,77.9,36.0,8.46
1651227585.0,78.6,35.0,8.42
1651227590.0,78.4,34.0,8.3
1651227595.0,75.1,34.0,8.49
1651227600.0,76.1,34.0,8.34
1651227605.0,73.1,36.0,8.26
1651227610.0,75.0,36.0,8.5
1651227615.0,75.6,36.0,8.41
1651227620.0,79.1,35.0,8.26
1651227625.0,74.9,34.0,8.26
1651227630.0,73.2,34.0,8.28
1651227635.0,77.7,36.0,8.33
1651227640.0,75.8,34.0,8.34
1651227645.0,74.8,36.0,8.29
1651227650.0,74.2,36.0,8.42
1651227655.0,74.6,35.0,8.32
1651227660.0,78.6,36.0,8.49
1651227665.0,74.7,34.0,8.32
1651227670.0,79.8,34.0,8.47
1651227675.0,76.1,36.0,8.29
1651227680.0,74.7,35.0,8.13
1651227685.0,79.6,36.0,8.48
1651227690.0,74.4,36.0,8.09
1651227695.0,78.1,36.0,8.19
1651227700.0,73.4,36.0,8.34
1651227705.0,74.9,34.0,8.26
1651227710.0,76.8,35.0,8.22
1651227715.0,74.6,35.0,8.41
1651227720.0,75.7,34.0,8.19
1651227725.0,74.0,34.0,8.04
1651227730.0,79.0,36.0,8.38
1651227735.0,79.3,34.0,8.46
1651227740.0,78.5,34.0,8.28
1651227745.0,75.8,35.0,8.32
1651227750.0,73.3,34.0,8.17
1651227755.0,77.8,36.0,8.26
1651227760.0,74.2,34.0,8.46
1651227765.0,77.4,36.0,8.15
1651227770.0,75.1,35.0,8.49
1651227775.0,79.4,36.0,8.28
1651227780.0,79.4,34.0,8.49
1651227785.0,76.6,36.0,8.46
1651227790.0,76.4,35.0,8.17
1651227795.0,79.7,34.0,8.01
1651227800.0,79.4,34.0,8.27
1651227805.0,73.9,36.0,8.14
1651227810.0,77.2,35.0,8.05
1651227815.0,77.2,36.0,8.25
1651227820.0,76.4,34.0,8.37
1651227825.0,78.9,35.0,8.27
1651227830.0,75.5,34.0,8.33
1651227835.0,74.0,34.0,8.15
1651227840.0,74.7,36.0,8.2
1651227845.0,76.5,36.0,8.4
1651227850.0,76.8,35.0,8.35
1651227855.0,75.8,35.0,8.18
1651227860.0,75.9,35.0,8.46
1651227865.0,75.5,36.0,8.25
1651227870.0,73.8,34.0,8.16
1651227875.0,75.0,34.0,8.22
1651227880.0,78.6,34.0,8.17
1651227885.0,73.3,35.0,8.23
1651227890.0,77.3,36.0,8.13
1651227895.0,73.3,35.0,8.5
1651227900.0,77.2,35.0,8.27
1651227905.0,76.7,36.0,8.29
1651227910.0,77.3,34.0,8.45
1651227915.0,76.9,35.0,8.42
1651227920.0,74.3,34.0,8.21
1651227925.0,75.4,34.0,8.28
1651227930.0,77.7,36.0,8.14
1651227935.0,75.1,35.0,8.12
1651227940.0,78.9,36.0,8.2
1651227945.0,78.1,35.0,8.26
1651227950.0,75.4,36.0,8.16
1651227955.0,76.3,34.0,8.18
1651227960.0,75.9,35.0,8.19
1651227965.0,78.2,34.0,8.26
1651227970.0,79.9,35.0,8.21
1651227975.0,78.2,35.0,8.5
1651227980.0,79.4,35.0,8.08
1651227985.0,76.1,35.0,8.37
1651227990.0,75.7,35.0,8.14
1651227995.0,74.2,35.0,8.22
1651228000.0,74.7,35.0,8.35
1651228005.0,75.2,36.0,8.31
1651228010.0,77.8,35.0,8.18
1651228015.0,77.8,35.0,8.12
1651228020.0,74.4,34.0,8.01
1651228025.0,74.1,36.0,8.44
1651228030.0,78.0,36.0,8.06
1651228035.0,77.6,35.0,8.49
1651228040.0,76.0,36.0,8.32
1651228045.0,76.6,35.0,8.18
1651228050.0,75.1,36.0,8.5
1651228055.0,74.3,35.0,8.49
1651228060.0,78.3,36.0,8.44
1651228065.0,73.8,34.0,8.09
1651228070.0,73.6,35.0,8.42
1651228075.0,77.9,35.0,8.04
1651228080.0,75.4,35.0,8.44
1651228085.0,74.7,34.0,8.33
1651228090.0,74.0,34.0,8.27
1651228095.0,74.4,36.0,8.35
1651228100.0,77.2,34.0,8.12
1651228105.0,73.8,35.0,8.34
1651228110.0,76.2,36.0,8.28
1651228115.0,79.1,36.0,8.41
1651228120.0,77.3,35.0,8.06
1651228125.0,76.2,35.0,8.19
1651228130.0,75.5,35.0,8.47
1651228135.0,79.4,35.0,8.02
1651228140.0,77.8,36.0,8.32
1651228145.0,76.4,36.0,8.04
1651228150.0,74.6,34.0,8.33
1651228155.0,79.2,35.0,8.43
1651228160.0,74.9,35.0,8.41
1651228165.0,74.9,35.0,8.41
1651228170.0,77.8,36.0,8.14
1651228175.0,79.4,34.0,8.04
1651228180.0,79.2,34.0,8.22
1651228185.0,74.9,34.0,8.17
1651228190.0,73.5,34.0,8.41
1651228195.0,78.0,36.0,8.15
1651228200.0,77.3,34.0,8.43
1651228205.0,78.4,35.0,8.38
1651228210.0,75.1,36.0,8.38
1651228215.0,73.1,34.0,8.44
1651228220.0,74.3,36.0,8.43
1651228225.0,79.9,35.0,8.28
1651228230.0,79.4,35.0,8.45
1651228235.0,79.9,35.0,8.0
1651228240.0,73.2,36.0,8.48
1651228245.0,77.2,34.0,8.39
1651228250.0,77.9,35.0,8.31
1651228255.0,76.5,36.0,8.15
1651228260.0,73.5,36.0,8.06
1651228265.0,76.2,35.0,8.14
1651228270.0,76.4,35.0,8.46
1651228275.0,74.5,35.0,8.49
1651228280.0,76.3,35.0,8.13
1651228285.0,74.5,36.0,8.38
1651228290.0,77.4,34.0,8.43
1651228295.0,76.3,35.0,8.31
1651228300.0,74.5,36.0,8.36
1651228305.0,76.1,36.0,8.13
1651228310.0,79.8,36.0,8.31
1651228315.0,76.9,34.0,8.24
1651228320.0,73.7,34.0,8.43
1651228325.0,73.5,35.0,8.26
1651228330.0,78.4,34.0,8.18
1651228335.0,79.5,35.0,8.44
1651228340.0,78.5,35.0,8.34
1651228345.0,75.8,35.0,8.06
1651228350.0,76.4,36.0,8.29
1651228355.0,79.5,36.0,8.28
1651228360.0,73.7,34.0,8.12
1651228365.0,79.8,36.0,8.27
1651228370.0,77.1,35.0,8.25
1651228375.0,73.7,35.0,8.29
1651228380.0,79.6,35.0,8.12
1651228385.0,78.4,36.0,8.21
1651228390.0,74.7,36.0,8.43
1651228395.0,79.4,36.0,8.36
1651228400.0,74.7,35.0,8.27
1651228405.0,74.8,36.0,8.28
1651228410.0,76.5,36.0,8.04
1651228415.0,77.3,36.0,8.26
1651228420.0,77.5,36.0,8.0
1651228425.0,76.1,34.0,8.25
1651228430.0,73.3,35.0,8.21
1651228435.0,77.5,34.0,8.31
1651228440.0,73.2,36.0,8.16
1651228445.0,77.1,35.0,8.46
1651228450.0,74.9,34.0,8.04
1651228455.0,78.8,34.0,8.16
1651228460.0,75.2,35.0,8.28
1651228465.0,73.5,34.0,8.39
1651228470.0,73.2,34.0,8.27
1651228475.0,76.7,36.0,8.48
1651228480.0,76.4,35.0,8.41
1651228485.0,80.0,35.0,8.28
1651228490.0,77.2,34.0,8.32
1651228495.0,73.8,36.0,8.35
1651228500.0,78.5,35.0,8.36
1651228505.0,75.5,35.0,8.39
1651228510.0,77.9,36.0,8.34
1651228515.0,75.6,36.0,8.03
1651228520.0,75.0,36.0,8.34
1651228525.0,78.1,34.0,8.43
1651228530.0,74.7,36.0,8.49
1651228535.0,76.6,36.0,8.07
1651228540.0,73.4,34.0,8.13
1651228545.0,79.6,34.0,8.15
1651228550.0,74.2,34.0,8.32
